Distritos;Percentil;Total
3600602 Cambados distrito 02;Percentil 75 de consumo eléctrico en kwh;5.200
3600602 Cambados distrito 02;Percentil 90 de consumo eléctrico en kwh;8.274
3600603 Cambados distrito 03;Percentil 10 de consumo eléctrico en kwh;696
3600603 Cambados distrito 03;Percentil 25 de consumo eléctrico en kwh;1.392
3600603 Cambados distrito 03;Percentil 50 de consumo eléctrico en kwh;2.752
3600603 Cambados distrito 03;Percentil 75 de consumo eléctrico en kwh;4.874
3600603 Cambados distrito 03;Percentil 90 de consumo eléctrico en kwh;8.014
3600801 Cangas distrito 01;Percentil 10 de consumo eléctrico en kwh;696
3600801 Cangas distrito 01;Percentil 25 de consumo eléctrico en kwh;1.440
3600801 Cangas distrito 01;Percentil 50 de consumo eléctrico en kwh;2.837
3600801 Cangas distrito 01;Percentil 75 de consumo eléctrico en kwh;5.065
3600801 Cangas distrito 01;Percentil 90 de consumo eléctrico en kwh;8.448
3600802 Cangas distrito 02;Percentil 10 de consumo eléctrico en kwh;702
3600802 Cangas distrito 02;Percentil 25 de consumo eléctrico en kwh;1.596
3600802 Cangas distrito 02;Percentil 50 de consumo eléctrico en kwh;3.144
3600802 Cangas distrito 02;Percentil 75 de consumo eléctrico en kwh;5.425
3600802 Cangas distrito 02;Percentil 90 de consumo eléctrico en kwh;8.738
3600803 Cangas distrito 03;Percentil 10 de consumo eléctrico en kwh;576
3600803 Cangas distrito 03;Percentil 25 de consumo eléctrico en kwh;1.293
3600803 Cangas distrito 03;Percentil 50 de consumo eléctrico en kwh;2.850
3600803 Cangas distrito 03;Percentil 75 de consumo eléctrico en kwh;5.088
3600803 Cangas distrito 03;Percentil 90 de consumo eléctrico en kwh;8.424
3600901 Cañiza(A) distrito 01;Percentil 10 de consumo eléctrico en kwh;540
3600901 Cañiza(A) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.068
3600901 Cañiza(A) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.134
3600901 Cañiza(A) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.706
3600901 Cañiza(A) distrito 01;Percentil 90 de consumo eléctrico en kwh;6.211
3600902 Cañiza(A) distrito 02;Percentil 10 de consumo eléctrico en kwh;492
3600902 Cañiza(A) distrito 02;Percentil 25 de consumo eléctrico en kwh;942
3600902 Cañiza(A) distrito 02;Percentil 50 de consumo eléctrico en kwh;1.686
3600902 Cañiza(A) distrito 02;Percentil 75 de consumo eléctrico en kwh;3.525
3600902 Cañiza(A) distrito 02;Percentil 90 de consumo eléctrico en kwh;6.852
3600903 Cañiza(A) distrito 03;Percentil 10 de consumo eléctrico en kwh;437
3600903 Cañiza(A) distrito 03;Percentil 25 de consumo eléctrico en kwh;870
3600903 Cañiza(A) distrito 03;Percentil 50 de consumo eléctrico en kwh;1.983
3600903 Cañiza(A) distrito 03;Percentil 75 de consumo eléctrico en kwh;3.802
3600903 Cañiza(A) distrito 03;Percentil 90 de consumo eléctrico en kwh;6.672
3601001 Catoira distrito 01 *;Percentil 10 de consumo eléctrico en kwh;636
3601001 Catoira distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.724
3601001 Catoira distrito 01 *;Percentil 50 de consumo eléctrico en kwh;3.026
3601001 Catoira distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.884
3601001 Catoira distrito 01 *;Percentil 90 de consumo eléctrico en kwh;7.512
3601401 Crecente distrito 01;Percentil 10 de consumo eléctrico en kwh;468
3601401 Crecente distrito 01;Percentil 25 de consumo eléctrico en kwh;946
3601401 Crecente distrito 01;Percentil 50 de consumo eléctrico en kwh;1.884
3601401 Crecente distrito 01;Percentil 75 de consumo eléctrico en kwh;3.401
3601401 Crecente distrito 01;Percentil 90 de consumo eléctrico en kwh;5.760
3601601 Dozón distrito 01;Percentil 10 de consumo eléctrico en kwh;607
3601601 Dozón distrito 01;Percentil 25 de consumo eléctrico en kwh;1.359
3601601 Dozón distrito 01;Percentil 50 de consumo eléctrico en kwh;3.648
3601601 Dozón distrito 01;Percentil 75 de consumo eléctrico en kwh;6.240
3601601 Dozón distrito 01;Percentil 90 de consumo eléctrico en kwh;10.755
3601701 Estrada(A) distrito 01;Percentil 10 de consumo eléctrico en kwh;684
3601701 Estrada(A) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.356
3601701 Estrada(A) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.484
3601701 Estrada(A) distrito 01;Percentil 75 de consumo eléctrico en kwh;4.296
3601701 Estrada(A) distrito 01;Percentil 90 de consumo eléctrico en kwh;7.560
3601702 Estrada(A) distrito 02;Percentil 10 de consumo eléctrico en kwh;1.116
3601702 Estrada(A) distrito 02;Percentil 25 de consumo eléctrico en kwh;2.256
3601702 Estrada(A) distrito 02;Percentil 50 de consumo eléctrico en kwh;3.360
3601702 Estrada(A) distrito 02;Percentil 75 de consumo eléctrico en kwh;5.376
3601702 Estrada(A) distrito 02;Percentil 90 de consumo eléctrico en kwh;8.025
3601703 Estrada(A) distrito 03;Percentil 10 de consumo eléctrico en kwh;960
3601703 Estrada(A) distrito 03;Percentil 25 de consumo eléctrico en kwh;1.886
3601703 Estrada(A) distrito 03;Percentil 50 de consumo eléctrico en kwh;3.081
3601703 Estrada(A) distrito 03;Percentil 75 de consumo eléctrico en kwh;5.688
3601703 Estrada(A) distrito 03;Percentil 90 de consumo eléctrico en kwh;7.548
3601704 Estrada(A) distrito 04;Percentil 10 de consumo eléctrico en kwh;600
3601704 Estrada(A) distrito 04;Percentil 25 de consumo eléctrico en kwh;1.548
3601704 Estrada(A) distrito 04;Percentil 50 de consumo eléctrico en kwh;2.772
3601704 Estrada(A) distrito 04;Percentil 75 de consumo eléctrico en kwh;4.434
3601704 Estrada(A) distrito 04;Percentil 90 de consumo eléctrico en kwh;7.109
3601705 Estrada(A) distrito 05;Percentil 10 de consumo eléctrico en kwh;666
3601705 Estrada(A) distrito 05;Percentil 25 de consumo eléctrico en kwh;1.440
3601705 Estrada(A) distrito 05;Percentil 50 de consumo eléctrico en kwh;2.820
3601705 Estrada(A) distrito 05;Percentil 75 de consumo eléctrico en kwh;4.500
3601705 Estrada(A) distrito 05;Percentil 90 de consumo eléctrico en kwh;6.468
3601706 Estrada(A) distrito 06;Percentil 10 de consumo eléctrico en kwh;639
3601706 Estrada(A) distrito 06;Percentil 25 de consumo eléctrico en kwh;1.380
3601706 Estrada(A) distrito 06;Percentil 50 de consumo eléctrico en kwh;2.616
3601706 Estrada(A) distrito 06;Percentil 75 de consumo eléctrico en kwh;4.632
3601706 Estrada(A) distrito 06;Percentil 90 de consumo eléctrico en kwh;6.936
3601901 FornelosdeMontes distrito 01;Percentil 10 de consumo eléctrico en kwh;524
3601901 FornelosdeMontes distrito 01;Percentil 25 de consumo eléctrico en kwh;982
3601901 FornelosdeMontes distrito 01;Percentil 50 de consumo eléctrico en kwh;1.868
3601901 FornelosdeMontes distrito 01;Percentil 75 de consumo eléctrico en kwh;2.885
3601901 FornelosdeMontes distrito 01;Percentil 90 de consumo eléctrico en kwh;4.148
3602001 Agolada distrito 01;Percentil 10 de consumo eléctrico en kwh;516
3602001 Agolada distrito 01;Percentil 25 de consumo eléctrico en kwh;1.029
3602001 Agolada distrito 01;Percentil 50 de consumo eléctrico en kwh;2.028
3602001 Agolada distrito 01;Percentil 75 de consumo eléctrico en kwh;3.312
3602001 Agolada distrito 01;Percentil 90 de consumo eléctrico en kwh;6.126
3602002 Agolada distrito 02;Percentil 10 de consumo eléctrico en kwh;528
3602002 Agolada distrito 02;Percentil 25 de consumo eléctrico en kwh;984
3602002 Agolada distrito 02;Percentil 50 de consumo eléctrico en kwh;2.322
3602002 Agolada distrito 02;Percentil 75 de consumo eléctrico en kwh;4.128
3602002 Agolada distrito 02;Percentil 90 de consumo eléctrico en kwh;6.528
3602003 Agolada distrito 03;Percentil 10 de consumo eléctrico en kwh;492
3602003 Agolada distrito 03;Percentil 25 de consumo eléctrico en kwh;1.086
3602003 Agolada distrito 03;Percentil 50 de consumo eléctrico en kwh;2.484
3602003 Agolada distrito 03;Percentil 75 de consumo eléctrico en kwh;5.064
3602003 Agolada distrito 03;Percentil 90 de consumo eléctrico en kwh;8.556
3602201 Grove(O) distrito 01;Percentil 10 de consumo eléctrico en kwh;571
3602201 Grove(O) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.188
3602201 Grove(O) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.818
3602201 Grove(O) distrito 01;Percentil 75 de consumo eléctrico en kwh;5.530
3602201 Grove(O) distrito 01;Percentil 90 de consumo eléctrico en kwh;9.686
3602202 Grove(O) distrito 02;Percentil 10 de consumo eléctrico en kwh;434
3602202 Grove(O) distrito 02;Percentil 25 de consumo eléctrico en kwh;816
3602202 Grove(O) distrito 02;Percentil 50 de consumo eléctrico en kwh;2.052
3602202 Grove(O) distrito 02;Percentil 75 de consumo eléctrico en kwh;4.464
3602202 Grove(O) distrito 02;Percentil 90 de consumo eléctrico en kwh;7.980
3602301 Guarda(A) distrito 01;Percentil 10 de consumo eléctrico en kwh;541
3602301 Guarda(A) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.248
3602301 Guarda(A) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.712
3602301 Guarda(A) distrito 01;Percentil 75 de consumo eléctrico en kwh;4.891
3602301 Guarda(A) distrito 01;Percentil 90 de consumo eléctrico en kwh;7.980
3602302 Guarda(A) distrito 02;Percentil 10 de consumo eléctrico en kwh;804
3602302 Guarda(A) distrito 02;Percentil 25 de consumo eléctrico en kwh;1.620
3602302 Guarda(A) distrito 02;Percentil 50 de consumo eléctrico en kwh;2.907
3602302 Guarda(A) distrito 02;Percentil 75 de consumo eléctrico en kwh;4.632
3602302 Guarda(A) distrito 02;Percentil 90 de consumo eléctrico en kwh;7.284
3602303 Guarda(A) distrito 03;Percentil 10 de consumo eléctrico en kwh;713
3602303 Guarda(A) distrito 03;Percentil 25 de consumo eléctrico en kwh;1.403
3602303 Guarda(A) distrito 03;Percentil 50 de consumo eléctrico en kwh;2.820
3602303 Guarda(A) distrito 03;Percentil 75 de consumo eléctrico en kwh;4.674
3602303 Guarda(A) distrito 03;Percentil 90 de consumo eléctrico en kwh;7.321
3602501 Lama(A) distrito 01;Percentil 10 de consumo eléctrico en kwh;441
3602501 Lama(A) distrito 01;Percentil 25 de consumo eléctrico en kwh;904
3602501 Lama(A) distrito 01;Percentil 50 de consumo eléctrico en kwh;1.789
3602501 Lama(A) distrito 01;Percentil 75 de consumo eléctrico en kwh;2.995
3602501 Lama(A) distrito 01;Percentil 90 de consumo eléctrico en kwh;4.542
3602502 Lama(A) distrito 02;Percentil 10 de consumo eléctrico en kwh;403
3602502 Lama(A) distrito 02;Percentil 25 de consumo eléctrico en kwh;772
3602502 Lama(A) distrito 02;Percentil 50 de consumo eléctrico en kwh;1.568
3602502 Lama(A) distrito 02;Percentil 75 de consumo eléctrico en kwh;2.517
3602502 Lama(A) distrito 02;Percentil 90 de consumo eléctrico en kwh;4.354
3602503 Lama(A) distrito 03;Percentil 10 de consumo eléctrico en kwh;444
3602503 Lama(A) distrito 03;Percentil 25 de consumo eléctrico en kwh;984
3602503 Lama(A) distrito 03;Percentil 50 de consumo eléctrico en kwh;1.854
3602503 Lama(A) distrito 03;Percentil 75 de consumo eléctrico en kwh;3.288
3602503 Lama(A) distrito 03;Percentil 90 de consumo eléctrico en kwh;5.916
3602601 Marín distrito 01;Percentil 10 de consumo eléctrico en kwh;780
3602601 Marín distrito 01;Percentil 25 de consumo eléctrico en kwh;1.596
3602601 Marín distrito 01;Percentil 50 de consumo eléctrico en kwh;2.858
3602601 Marín distrito 01;Percentil 75 de consumo eléctrico en kwh;4.956
3602601 Marín distrito 01;Percentil 90 de consumo eléctrico en kwh;8.924
3602602 Marín distrito 02;Percentil 10 de consumo eléctrico en kwh;1.044
3602602 Marín distrito 02;Percentil 25 de consumo eléctrico en kwh;2.148
3602602 Marín distrito 02;Percentil 50 de consumo eléctrico en kwh;3.802
3602602 Marín distrito 02;Percentil 75 de consumo eléctrico en kwh;5.508
3602602 Marín distrito 02;Percentil 90 de consumo eléctrico en kwh;8.496
3602603 Marín distrito 03;Percentil 10 de consumo eléctrico en kwh;720
3602603 Marín distrito 03;Percentil 25 de consumo eléctrico en kwh;1.669
3602603 Marín distrito 03;Percentil 50 de consumo eléctrico en kwh;3.230
3602603 Marín distrito 03;Percentil 75 de consumo eléctrico en kwh;5.280
3602603 Marín distrito 03;Percentil 90 de consumo eléctrico en kwh;8.265
3603101 Mondariz-Balneario distrito 01;Percentil 10 de consumo eléctrico en kwh;470
3603101 Mondariz-Balneario distrito 01;Percentil 25 de consumo eléctrico en kwh;788
3603101 Mondariz-Balneario distrito 01;Percentil 50 de consumo eléctrico en kwh;1.510
3603101 Mondariz-Balneario distrito 01;Percentil 75 de consumo eléctrico en kwh;3.182
3603101 Mondariz-Balneario distrito 01;Percentil 90 de consumo eléctrico en kwh;5.215
3603501 Nigrán distrito 01;Percentil 10 de consumo eléctrico en kwh;612
3603501 Nigrán distrito 01;Percentil 25 de consumo eléctrico en kwh;1.349
3603501 Nigrán distrito 01;Percentil 50 de consumo eléctrico en kwh;2.664
3603501 Nigrán distrito 01;Percentil 75 de consumo eléctrico en kwh;4.658
3603501 Nigrán distrito 01;Percentil 90 de consumo eléctrico en kwh;7.294
3603502 Nigrán distrito 02;Percentil 10 de consumo eléctrico en kwh;661
3603502 Nigrán distrito 02;Percentil 25 de consumo eléctrico en kwh;1.440
3603502 Nigrán distrito 02;Percentil 50 de consumo eléctrico en kwh;3.042
3603502 Nigrán distrito 02;Percentil 75 de consumo eléctrico en kwh;5.237
3603502 Nigrán distrito 02;Percentil 90 de consumo eléctrico en kwh;8.480
3603503 Nigrán distrito 03;Percentil 10 de consumo eléctrico en kwh;540
3603503 Nigrán distrito 03;Percentil 25 de consumo eléctrico en kwh;1.176
3603503 Nigrán distrito 03;Percentil 50 de consumo eléctrico en kwh;2.690
3603503 Nigrán distrito 03;Percentil 75 de consumo eléctrico en kwh;4.800
3603503 Nigrán distrito 03;Percentil 90 de consumo eléctrico en kwh;7.788
3603701 PazosdeBorbén distrito 01;Percentil 10 de consumo eléctrico en kwh;796
3603701 PazosdeBorbén distrito 01;Percentil 25 de consumo eléctrico en kwh;1.801
3603701 PazosdeBorbén distrito 01;Percentil 50 de consumo eléctrico en kwh;2.963
3603701 PazosdeBorbén distrito 01;Percentil 75 de consumo eléctrico en kwh;4.989
3603701 PazosdeBorbén distrito 01;Percentil 90 de consumo eléctrico en kwh;7.707
3603702 PazosdeBorbén distrito 02;Percentil 10 de consumo eléctrico en kwh;547
3603702 PazosdeBorbén distrito 02;Percentil 25 de consumo eléctrico en kwh;1.119
3603702 PazosdeBorbén distrito 02;Percentil 50 de consumo eléctrico en kwh;2.184
3603702 PazosdeBorbén distrito 02;Percentil 75 de consumo eléctrico en kwh;3.357
3603702 PazosdeBorbén distrito 02;Percentil 90 de consumo eléctrico en kwh;5.081
3603801 Pontevedra distrito 01;Percentil 10 de consumo eléctrico en kwh;745
3603801 Pontevedra distrito 01;Percentil 25 de consumo eléctrico en kwh;1.320
3603801 Pontevedra distrito 01;Percentil 50 de consumo eléctrico en kwh;2.249
3603801 Pontevedra distrito 01;Percentil 75 de consumo eléctrico en kwh;3.644
3603801 Pontevedra distrito 01;Percentil 90 de consumo eléctrico en kwh;6.087
3603802 Pontevedra distrito 02;Percentil 10 de consumo eléctrico en kwh;768
3603802 Pontevedra distrito 02;Percentil 25 de consumo eléctrico en kwh;1.308
3603802 Pontevedra distrito 02;Percentil 50 de consumo eléctrico en kwh;2.110
3603802 Pontevedra distrito 02;Percentil 75 de consumo eléctrico en kwh;3.226
3603802 Pontevedra distrito 02;Percentil 90 de consumo eléctrico en kwh;5.117
3603803 Pontevedra distrito 03;Percentil 10 de consumo eléctrico en kwh;768
3603803 Pontevedra distrito 03;Percentil 25 de consumo eléctrico en kwh;1.528
3603803 Pontevedra distrito 03;Percentil 50 de consumo eléctrico en kwh;2.976
3603803 Pontevedra distrito 03;Percentil 75 de consumo eléctrico en kwh;4.860
3603803 Pontevedra distrito 03;Percentil 90 de consumo eléctrico en kwh;7.429
3603804 Pontevedra distrito 04;Percentil 10 de consumo eléctrico en kwh;820
3603804 Pontevedra distrito 04;Percentil 25 de consumo eléctrico en kwh;1.482
3603804 Pontevedra distrito 04;Percentil 50 de consumo eléctrico en kwh;2.537
3603804 Pontevedra distrito 04;Percentil 75 de consumo eléctrico en kwh;4.251
3603804 Pontevedra distrito 04;Percentil 90 de consumo eléctrico en kwh;6.737
3603805 Pontevedra distrito 05;Percentil 10 de consumo eléctrico en kwh;936
3603805 Pontevedra distrito 05;Percentil 25 de consumo eléctrico en kwh;2.076
3603805 Pontevedra distrito 05;Percentil 50 de consumo eléctrico en kwh;3.685
3603805 Pontevedra distrito 05;Percentil 75 de consumo eléctrico en kwh;5.652
3603805 Pontevedra distrito 05;Percentil 90 de consumo eléctrico en kwh;8.448
3603806 Pontevedra distrito 06;Percentil 10 de consumo eléctrico en kwh;1.140
3603806 Pontevedra distrito 06;Percentil 25 de consumo eléctrico en kwh;2.322
3603806 Pontevedra distrito 06;Percentil 50 de consumo eléctrico en kwh;3.946
3603806 Pontevedra distrito 06;Percentil 75 de consumo eléctrico en kwh;6.384
3603806 Pontevedra distrito 06;Percentil 90 de consumo eléctrico en kwh;9.408
3603807 Pontevedra distrito 07;Percentil 10 de consumo eléctrico en kwh;828
3603807 Pontevedra distrito 07;Percentil 25 de consumo eléctrico en kwh;1.752
3603807 Pontevedra distrito 07;Percentil 50 de consumo eléctrico en kwh;3.192
3603807 Pontevedra distrito 07;Percentil 75 de consumo eléctrico en kwh;5.061
3603807 Pontevedra distrito 07;Percentil 90 de consumo eléctrico en kwh;7.668
3603901 Porriño(O) distrito 01;Percentil 10 de consumo eléctrico en kwh;768
3603901 Porriño(O) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.353
3603901 Porriño(O) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.329
3603901 Porriño(O) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.912
3603901 Porriño(O) distrito 01;Percentil 90 de consumo eléctrico en kwh;6.634
3603902 Porriño(O) distrito 02;Percentil 10 de consumo eléctrico en kwh;948
