Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Municipios;Consumo eléctrico;Total
Total Nacional;07 Castilla y León;24 León;24008 Astorga;Viviendas totales;7.776
Total Nacional;07 Castilla y León;24 León;24010 Bañeza, La;Viviendas totales;7.588
Total Nacional;07 Castilla y León;24 León;24014 Bembibre;Viviendas totales;5.720
Total Nacional;07 Castilla y León;24 León;24015 Benavides;Viviendas totales;2.130
Total Nacional;07 Castilla y León;24 León;24021 Boñar;Viviendas totales;2.419
Total Nacional;07 Castilla y León;24 León;24026 Bustillo del Páramo;Viviendas totales;1.091
Total Nacional;07 Castilla y León;24 León;24027 Cabañas Raras;Viviendas totales;867
Total Nacional;07 Castilla y León;24 León;24030 Cacabelos;Viviendas totales;3.505
Total Nacional;07 Castilla y León;24 León;24034 Camponaraya;Viviendas totales;2.449
Total Nacional;07 Castilla y León;24 León;24038 Carracedelo;Viviendas totales;2.355
Total Nacional;07 Castilla y León;24 León;24039 Carrizo;Viviendas totales;1.897
Total Nacional;07 Castilla y León;24 León;24049 Castropodame;Viviendas totales;1.451
Total Nacional;07 Castilla y León;24 León;24056 Cistierna;Viviendas totales;2.575
Total Nacional;07 Castilla y León;24 León;24057 Congosto;Viviendas totales;1.206
Total Nacional;07 Castilla y León;24 León;24061 Cuadros;Viviendas totales;1.560
Total Nacional;07 Castilla y León;24 León;24064 Cubillos del Sil;Viviendas totales;1.148
Total Nacional;07 Castilla y León;24 León;24065 Chozas de Abajo;Viviendas totales;2.004
Total Nacional;07 Castilla y León;24 León;24070 Fabero;Viviendas totales;3.432
Total Nacional;07 Castilla y León;24 León;24071 Folgoso de la Ribera;Viviendas totales;1.321
Total Nacional;07 Castilla y León;24 León;24076 Garrafe de Torío;Viviendas totales;1.344
Total Nacional;07 Castilla y León;24 León;24083 Igüeña;Viviendas totales;2.448
Total Nacional;07 Castilla y León;24 León;24088 Laguna de Negrillos;Viviendas totales;969
Total Nacional;07 Castilla y León;24 León;24089 León;Viviendas totales;79.199
Total Nacional;07 Castilla y León;24 León;24094 Mansilla de las Mulas;Viviendas totales;1.372
Total Nacional;07 Castilla y León;24 León;24098 Matallana de Torío;Viviendas totales;1.359
Total Nacional;07 Castilla y León;24 León;24105 Onzonilla;Viviendas totales;1.194
Total Nacional;07 Castilla y León;24 León;24110 Páramo del Sil;Viviendas totales;1.591
Total Nacional;07 Castilla y León;24 León;24114 Pola de Gordón, La;Viviendas totales;3.064
Total Nacional;07 Castilla y León;24 León;24115 Ponferrada;Viviendas totales;42.549
Total Nacional;07 Castilla y León;24 León;24122 Puente de Domingo Flórez;Viviendas totales;1.135
Total Nacional;07 Castilla y León;24 León;24134 Robla, La;Viviendas totales;2.641
Total Nacional;07 Castilla y León;24 León;24137 Sabero;Viviendas totales;1.221
Total Nacional;07 Castilla y León;24 León;24139 Sahagún;Viviendas totales;2.364
Total Nacional;07 Castilla y León;24 León;24142 San Andrés del Rabanedo;Viviendas totales;17.161
Total Nacional;07 Castilla y León;24 León;24148 San Justo de la Vega;Viviendas totales;1.219
Total Nacional;07 Castilla y León;24 León;24154 Santa Elena de Jamuz;Viviendas totales;885
Total Nacional;07 Castilla y León;24 León;24157 Santa María del Páramo;Viviendas totales;2.152
Total Nacional;07 Castilla y León;24 León;24159 Santa Marina del Rey;Viviendas totales;1.460
Total Nacional;07 Castilla y León;24 León;24162 Santovenia de la Valdoncina;Viviendas totales;1.245
Total Nacional;07 Castilla y León;24 León;24163 Sariegos;Viviendas totales;2.596
Total Nacional;07 Castilla y León;24 León;24166 Soto de la Vega;Viviendas totales;1.270
Total Nacional;07 Castilla y León;24 León;24169 Toreno;Viviendas totales;3.276
Total Nacional;07 Castilla y León;24 León;24170 Torre del Bierzo;Viviendas totales;1.763
Total Nacional;07 Castilla y León;24 León;24173 Turcia;Viviendas totales;939
Total Nacional;07 Castilla y León;24 León;24175 Valdefresno;Viviendas totales;1.707
Total Nacional;07 Castilla y León;24 León;24180 Valdepolo;Viviendas totales;1.120
Total Nacional;07 Castilla y León;24 León;24181 Valderas;Viviendas totales;1.475
Total Nacional;07 Castilla y León;24 León;24188 Valencia de Don Juan;Viviendas totales;4.287
Total Nacional;07 Castilla y León;24 León;24189 Valverde de la Virgen;Viviendas totales;4.297
Total Nacional;07 Castilla y León;24 León;24196 Vega de Espinareda;Viviendas totales;2.100
Total Nacional;07 Castilla y León;24 León;24201 Vegas del Condado;Viviendas totales;1.756
Total Nacional;07 Castilla y León;24 León;24202 Villablino;Viviendas totales;5.869
Total Nacional;07 Castilla y León;24 León;24205 Villadangos del Páramo;Viviendas totales;894
Total Nacional;07 Castilla y León;24 León;24206 Toral de los Vados;Viviendas totales;1.574
Total Nacional;07 Castilla y León;24 León;24209 Villafranca del Bierzo;Viviendas totales;2.845
Total Nacional;07 Castilla y León;24 León;24212 Villamañán;Viviendas totales;1.179
Total Nacional;07 Castilla y León;24 León;24222 Villaquilambre;Viviendas totales;10.634
Total Nacional;07 Castilla y León;24 León;24223 Villarejo de Órbigo;Viviendas totales;2.416
Total Nacional;07 Castilla y León;24 León;24225 Villasabariego;Viviendas totales;1.116
Total Nacional;07 Castilla y León;24 León;24227 Villaturiel;Viviendas totales;1.279
Total Nacional;07 Castilla y León;24 León;24999 Resto de León;Viviendas totales;81.267
Total Nacional;07 Castilla y León;34 Palencia;;Viviendas totales;116.431
Total Nacional;07 Castilla y León;34 Palencia;34004 Aguilar de Campoo;Viviendas totales;5.070
Total Nacional;07 Castilla y León;34 Palencia;34017 Astudillo;Viviendas totales;877
Total Nacional;07 Castilla y León;34 Palencia;34022 Baltanás;Viviendas totales;1.288
Total Nacional;07 Castilla y León;34 Palencia;34023 Venta de Baños;Viviendas totales;3.746
Total Nacional;07 Castilla y León;34 Palencia;34027 Barruelo de Santullán;Viviendas totales;1.886
Total Nacional;07 Castilla y León;34 Palencia;34047 Carrión de los Condes;Viviendas totales;1.554
Total Nacional;07 Castilla y León;34 Palencia;34056 Cervera de Pisuerga;Viviendas totales;2.787
Total Nacional;07 Castilla y León;34 Palencia;34069 Dueñas;Viviendas totales;1.662
Total Nacional;07 Castilla y León;34 Palencia;34079 Grijota;Viviendas totales;2.096
Total Nacional;07 Castilla y León;34 Palencia;34080 Guardo;Viviendas totales;4.327
Total Nacional;07 Castilla y León;34 Palencia;34083 Herrera de Pisuerga;Viviendas totales;1.781
Total Nacional;07 Castilla y León;34 Palencia;34098 Magaz de Pisuerga;Viviendas totales;717
Total Nacional;07 Castilla y León;34 Palencia;34120 Palencia;Viviendas totales;44.610
Total Nacional;07 Castilla y León;34 Palencia;34123 Paredes de Nava;Viviendas totales;1.252
Total Nacional;07 Castilla y León;34 Palencia;34157 Saldaña;Viviendas totales;2.480
Total Nacional;07 Castilla y León;34 Palencia;34171 Santibáñez de la Peña;Viviendas totales;1.076
Total Nacional;07 Castilla y León;34 Palencia;34199 Velilla del Río Carrión;Viviendas totales;1.187
Total Nacional;07 Castilla y León;34 Palencia;34217 Villalobón;Viviendas totales;928
Total Nacional;07 Castilla y León;34 Palencia;34225 Villamuriel de Cerrato;Viviendas totales;3.172
Total Nacional;07 Castilla y León;34 Palencia;34901 Osorno la Mayor;Viviendas totales;1.051
Total Nacional;07 Castilla y León;34 Palencia;34999 Resto de Palencia;Viviendas totales;32.884
Total Nacional;07 Castilla y León;37 Salamanca;;Viviendas totales;246.123
Total Nacional;07 Castilla y León;37 Salamanca;37008 Alba de Tormes;Viviendas totales;3.284
Total Nacional;07 Castilla y León;37 Salamanca;37010 Alberca, La;Viviendas totales;1.027
Total Nacional;07 Castilla y León;37 Salamanca;37014 Aldeadávila de la Ribera;Viviendas totales;1.109
Total Nacional;07 Castilla y León;37 Salamanca;37023 Aldeatejada;Viviendas totales;1.243
Total Nacional;07 Castilla y León;37 Salamanca;37046 Béjar;Viviendas totales;9.826
Total Nacional;07 Castilla y León;37 Salamanca;37067 Cabrerizos;Viviendas totales;1.847
Total Nacional;07 Castilla y León;37 Salamanca;37069 Calvarrasa de Abajo;Viviendas totales;1.112
Total Nacional;07 Castilla y León;37 Salamanca;37085 Carbajosa de la Sagrada;Viviendas totales;3.060
Total Nacional;07 Castilla y León;37 Salamanca;37087 Carrascal de Barregas;Viviendas totales;715
Total Nacional;07 Castilla y León;37 Salamanca;37092 Castellanos de Moriscos;Viviendas totales;1.626
Total Nacional;07 Castilla y León;37 Salamanca;37107 Ciudad Rodrigo;Viviendas totales;9.525
Total Nacional;07 Castilla y León;37 Salamanca;37117 Doñinos de Salamanca;Viviendas totales;1.049
Total Nacional;07 Castilla y León;37 Salamanca;37135 Fuente de San Esteban, La;Viviendas totales;1.147
Total Nacional;07 Castilla y León;37 Salamanca;37140 Fuentes de Oñoro;Viviendas totales;590
Total Nacional;07 Castilla y León;37 Salamanca;37156 Guijuelo;Viviendas totales;3.305
Total Nacional;07 Castilla y León;37 Salamanca;37170 Ledesma;Viviendas totales;1.358
Total Nacional;07 Castilla y León;37 Salamanca;37173 Lumbrales;Viviendas totales;1.638
Total Nacional;07 Castilla y León;37 Salamanca;37174 Macotera;Viviendas totales;1.107
Total Nacional;07 Castilla y León;37 Salamanca;37202 Monterrubio de Armuña;Viviendas totales;559
Total Nacional;07 Castilla y León;37 Salamanca;37240 Pelabravo;Viviendas totales;934
Total Nacional;07 Castilla y León;37 Salamanca;37246 Peñaranda de Bracamonte;Viviendas totales;4.185
Total Nacional;07 Castilla y León;37 Salamanca;37274 Salamanca;Viviendas totales;92.553
Total Nacional;07 Castilla y León;37 Salamanca;37278 San Cristóbal de la Cuesta;Viviendas totales;755
Total Nacional;07 Castilla y León;37 Salamanca;37294 Santa Marta de Tormes;Viviendas totales;7.102
Total Nacional;07 Castilla y León;37 Salamanca;37322 Terradillos;Viviendas totales;2.024
Total Nacional;07 Castilla y León;37 Salamanca;37354 Villamayor;Viviendas totales;3.781
Total Nacional;07 Castilla y León;37 Salamanca;37362 Villares de la Reina;Viviendas totales;3.235
Total Nacional;07 Castilla y León;37 Salamanca;37374 Villoria;Viviendas totales;801
Total Nacional;07 Castilla y León;37 Salamanca;37376 Vitigudino;Viviendas totales;1.861
Total Nacional;07 Castilla y León;37 Salamanca;37999 Resto de Salamanca;Viviendas totales;83.765
Total Nacional;07 Castilla y León;40 Segovia;;Viviendas totales;128.255
Total Nacional;07 Castilla y León;40 Segovia;40024 Ayllón;Viviendas totales;1.561
Total Nacional;07 Castilla y León;40 Segovia;40040 Cantalejo;Viviendas totales;2.848
Total Nacional;07 Castilla y León;40 Segovia;40041 Cantimpalos;Viviendas totales;938
Total Nacional;07 Castilla y León;40 Segovia;40043 Carbonero el Mayor;Viviendas totales;1.480
Total Nacional;07 Castilla y León;40 Segovia;40057 Coca;Viviendas totales;1.264
Total Nacional;07 Castilla y León;40 Segovia;40063 Cuéllar;Viviendas totales;5.908
Total Nacional;07 Castilla y León;40 Segovia;40076 Espinar, El;Viviendas totales;9.550
Total Nacional;07 Castilla y León;40 Segovia;40077 Espirdo;Viviendas totales;1.068
Total Nacional;07 Castilla y León;40 Segovia;40101 Hontanares de Eresma;Viviendas totales;802
Total Nacional;07 Castilla y León;40 Segovia;40112 Lastrilla, La;Viviendas totales;1.998
Total Nacional;07 Castilla y León;40 Segovia;40138 Nava de la Asunción;Viviendas totales;1.877
Total Nacional;07 Castilla y León;40 Segovia;40141 Navalmanzano;Viviendas totales;739
Total Nacional;07 Castilla y León;40 Segovia;40145 Navas de Oro;Viviendas totales;1.021
Total Nacional;07 Castilla y León;40 Segovia;40155 Palazuelos de Eresma;Viviendas totales;2.830
Total Nacional;07 Castilla y León;40 Segovia;40170 Riaza;Viviendas totales;3.279
Total Nacional;07 Castilla y León;40 Segovia;40181 Real Sitio de San Ildefonso;Viviendas totales;4.149
Total Nacional;07 Castilla y León;40 Segovia;40194 Segovia;Viviendas totales;29.036
Total Nacional;07 Castilla y León;40 Segovia;40203 Torrecaballeros;Viviendas totales;959
Total Nacional;07 Castilla y León;40 Segovia;40207 Trescasas;Viviendas totales;565
Total Nacional;07 Castilla y León;40 Segovia;40216 Valverde del Majano;Viviendas totales;720
Total Nacional;07 Castilla y León;40 Segovia;40225 Villacastín;Viviendas totales;1.109
Total Nacional;07 Castilla y León;40 Segovia;40906 San Cristóbal de Segovia;Viviendas totales;1.417
Total Nacional;07 Castilla y León;40 Segovia;40999 Resto de Segovia;Viviendas totales;53.137
Total Nacional;07 Castilla y León;42 Soria;;Viviendas totales;84.255
Total Nacional;07 Castilla y León;42 Soria;42004 Ágreda;Viviendas totales;2.235
Total Nacional;07 Castilla y León;42 Soria;42020 Almazán;Viviendas totales;4.050
Total Nacional;07 Castilla y León;42 Soria;42025 Arcos de Jalón;Viviendas totales;2.653
Total Nacional;07 Castilla y León;42 Soria;42043 Burgo de Osma-Ciudad de Osma;Viviendas totales;4.479
Total Nacional;07 Castilla y León;42 Soria;42069 Covaleda;Viviendas totales;1.213
Total Nacional;07 Castilla y León;42 Soria;42078 Duruelo de la Sierra;Viviendas totales;731
Total Nacional;07 Castilla y León;42 Soria;42095 Golmayo;Viviendas totales;1.637
Total Nacional;07 Castilla y León;42 Soria;42134 Ólvega;Viviendas totales;2.359
Total Nacional;07 Castilla y León;42 Soria;42162 San Esteban de Gormaz;Viviendas totales;3.195
Total Nacional;07 Castilla y León;42 Soria;42164 San Leonardo de Yagüe;Viviendas totales;1.607
Total Nacional;07 Castilla y León;42 Soria;42173 Soria;Viviendas totales;25.244
Total Nacional;07 Castilla y León;42 Soria;42999 Resto de Soria;Viviendas totales;34.852
Total Nacional;07 Castilla y León;47 Valladolid;;Viviendas totales;296.910
Total Nacional;07 Castilla y León;47 Valladolid;47004 Alaejos;Viviendas totales;1.207
Total Nacional;07 Castilla y León;47 Valladolid;47007 Aldeamayor de San Martín;Viviendas totales;3.047
Total Nacional;07 Castilla y León;47 Valladolid;47010 Arroyo de la Encomienda;Viviendas totales;9.580
Total Nacional;07 Castilla y León;47 Valladolid;47023 Boecillo;Viviendas totales;2.070
Total Nacional;07 Castilla y León;47 Valladolid;47027 Cabezón de Pisuerga;Viviendas totales;2.057
Total Nacional;07 Castilla y León;47 Valladolid;47030 Campaspero;Viviendas totales;833
Total Nacional;07 Castilla y León;47 Valladolid;47050 Cigales;Viviendas totales;2.688
Total Nacional;07 Castilla y León;47 Valladolid;47052 Cistérniga;Viviendas totales;4.097
Total Nacional;07 Castilla y León;47 Valladolid;47066 Fuensaldaña;Viviendas totales;1.157
Total Nacional;07 Castilla y León;47 Valladolid;47075 Íscar;Viviendas totales;3.323
Total Nacional;07 Castilla y León;47 Valladolid;47076 Laguna de Duero;Viviendas totales;10.071
Total Nacional;07 Castilla y León;47 Valladolid;47082 Matapozuelos;Viviendas totales;721
Total Nacional;07 Castilla y León;47 Valladolid;47084 Mayorga;Viviendas totales;1.149
Total Nacional;07 Castilla y León;47 Valladolid;47085 Medina del Campo;Viviendas totales;11.153
Total Nacional;07 Castilla y León;47 Valladolid;47086 Medina de Rioseco;Viviendas totales;2.782
Total Nacional;07 Castilla y León;47 Valladolid;47090 Mojados;Viviendas totales;1.960
Total Nacional;07 Castilla y León;47 Valladolid;47101 Nava del Rey;Viviendas totales;1.527
Total Nacional;07 Castilla y León;47 Valladolid;47104 Olmedo;Viviendas totales;2.266
Total Nacional;07 Castilla y León;47 Valladolid;47111 Pedraja de Portillo, La;Viviendas totales;884
Total Nacional;07 Castilla y León;47 Valladolid;47112 Pedrajas de San Esteban;Viviendas totales;1.798
Total Nacional;07 Castilla y León;47 Valladolid;47114 Peñafiel;Viviendas totales;3.471
Total Nacional;07 Castilla y León;47 Valladolid;47122 Portillo;Viviendas totales;1.549
Total Nacional;07 Castilla y León;47 Valladolid;47129 Quintanilla de Onésimo;Viviendas totales;748
Total Nacional;07 Castilla y León;47 Valladolid;47133 Renedo de Esgueva;Viviendas totales;1.681
Total Nacional;07 Castilla y León;47 Valladolid;47139 Rueda;Viviendas totales;884
Total Nacional;07 Castilla y León;47 Valladolid;47155 Santovenia de Pisuerga;Viviendas totales;2.183
Total Nacional;07 Castilla y León;47 Valladolid;47158 Seca, La;Viviendas totales;719
Total Nacional;07 Castilla y León;47 Valladolid;47159 Serrada;Viviendas totales;595
Total Nacional;07 Castilla y León;47 Valladolid;47161 Simancas;Viviendas totales;2.749
Total Nacional;07 Castilla y León;47 Valladolid;47165 Tordesillas;Viviendas totales;5.613
Total Nacional;07 Castilla y León;47 Valladolid;47173 Traspinedo;Viviendas totales;1.444
Total Nacional;07 Castilla y León;47 Valladolid;47175 Tudela de Duero;Viviendas totales;5.344
Total Nacional;07 Castilla y León;47 Valladolid;47182 Valdestillas;Viviendas totales;937
Total Nacional;07 Castilla y León;47 Valladolid;47186 Valladolid;Viviendas totales;159.363
Total Nacional;07 Castilla y León;47 Valladolid;47193 Viana de Cega;Viviendas totales;1.556
Total Nacional;07 Castilla y León;47 Valladolid;47197 Villabrágima;Viviendas totales;701
Total Nacional;07 Castilla y León;47 Valladolid;47214 Villalón de Campos;Viviendas totales;1.123
Total Nacional;07 Castilla y León;47 Valladolid;47217 Villanubla;Viviendas totales;1.494
Total Nacional;07 Castilla y León;47 Valladolid;47218 Villanueva de Duero;Viviendas totales;1.023
Total Nacional;07 Castilla y León;47 Valladolid;47231 Zaratán;Viviendas totales;2.891
Total Nacional;07 Castilla y León;47 Valladolid;47999 Resto de Valladolid;Viviendas totales;36.472
Total Nacional;07 Castilla y León;49 Zamora;;Viviendas totales;155.610
Total Nacional;07 Castilla y León;49 Zamora;49003 Alcañices;Viviendas totales;950
Total Nacional;07 Castilla y León;49 Zamora;49021 Benavente;Viviendas totales;11.804
Total Nacional;07 Castilla y León;49 Zamora;49023 Bermillo de Sayago;Viviendas totales;1.163
Total Nacional;07 Castilla y León;49 Zamora;49053 Coreses;Viviendas totales;742
Total Nacional;07 Castilla y León;49 Zamora;49065 Fermoselle;Viviendas totales;2.194
Total Nacional;07 Castilla y León;49 Zamora;49081 Fuentesaúco;Viviendas totales;1.344
Total Nacional;07 Castilla y León;49 Zamora;49125 Moraleja del Vino;Viviendas totales;1.110
Total Nacional;07 Castilla y León;49 Zamora;49127 Morales del Vino;Viviendas totales;1.833
Total Nacional;07 Castilla y León;49 Zamora;49166 Puebla de Sanabria;Viviendas totales;1.405
